Context,GeneralAttribute,Label,Objects
drop_haptics,weight,very light,"red_tall_cup,starbucks_doubleshot_hazelnut,scotch_tape_box,big_red_pop_can,blue_tall_cup"
drop_haptics,weight,light,"wooden_melon_tea_box,lysol_container,christmas_red_container,dark_blue_sunfounder_box,stainless_steel_cannister,yellow_mustard_bottle,red_bull_pop_can,mac_and_cheese_box,wooden_pepper_grinder,green_water_bottle,tin_can,excetrine_medicine_box,wooden_cylindrical_container,regular_creamcheese_box,blue_salt_can"
drop_haptics,weight,heavy,"silver_cappuccino_maker,yellow_water_bottle,red_ketchup_bottle,dark_green_sports_bottle,tennis_container_split_peas,red_water_bottle,wooden_knife_stand"
