Context,GeneralAttribute,Label,Objects
press_haptics,height,small,"dark_blue_sunfounder_box,stainless_steel_cannister,wooden_melon_tea_box,wooden_cylindrical_container,blue_squish_ball,excetrine_medicine_box,regular_creamcheese_box,yellow_squish_ball,tiny_metallic_can"
press_haptics,height,tall,"dark_green_sports_bottle,red_ketchup_bottle,red_tall_cup,starbucks_doubleshot_hazelnut,green_tall_cup,blue_salt_can,blue_tall_cup,red_bull_pop_can,mac_and_cheese_box,green_water_bottle,lysol_container,red_water_bottle,yellow_mustard_bottle,wooden_knife_stand"
press_haptics,height,medium,"silver_cappuccino_maker,christmas_red_container,tin_can,big_red_pop_can"
