5,2,2,36.23188405797101,26.175482935278158,0.0
10,3,3,74.78260869565217,20.370955927757215,1.0
15,4,4,85.79710144927537,11.730018096739895,1.0
17,5,5,87.82608695652175,12.89462716598157,1.0
18,6,6,79.71014492753623,13.629774429099694,0.0
19,7,7,76.5217391304348,12.731820506259098,0.0
21,8,8,76.95652173913044,13.777196922035555,0.0
22,9,9,85.5072463768116,12.002049305324942,1.0
23,10,10,85.5072463768116,13.394130165150145,1.0
27,12,12,76.5217391304348,11.391927891290749,0.0
4,3,3,68.55072463768116,19.868916055200636,0.4737
5,4,4,72.60869565217392,19.99890203398115,0.9315
10,5,5,72.17391304347827,14.199469888105146,0.5455
11,6,6,72.02898550724639,15.977861275659597,0.4615
16,7,7,73.6231884057971,11.972740227863476,0.2857
20,8,8,67.97101449275361,11.579288826698514,0.0
22,9,9,68.1159420289855,13.626551879242957,0.375
23,10,10,68.11594202898551,13.135889881785115,0.2857
24,11,11,69.42028985507247,11.919433834812313,0.4615
27,13,13,72.46376811594202,15.992971666693641,0.7143
10,3,3,42.89855072463769,17.70420106014009,0.0
11,4,4,50.72463768115942,19.20007685535779,0.0
12,5,5,61.8840579710145,15.335509956067563,0.0
13,6,6,65.07246376811595,14.45541963366136,0.0
14,7,8,62.753623188405804,13.433418824941947,0.0
17,8,9,72.02898550724638,11.66619611322843,0.0
18,9,10,66.66666666666666,10.249414863810761,0.0
24,10,11,81.15942028985506,11.21906276591894,1.0
27,12,13,70.72463768115941,13.705286222606453,0.0
2,2,2,57.39130434782608,22.24647337252074,0.1176
3,3,3,74.92753623188405,14.101707225872843,1.0
4,4,4,67.10144927536233,20.407573060218766,0.902
5,5,5,70.43478260869566,13.791534067881656,0.8889
6,6,6,73.91304347826087,14.51756768984864,0.8889
8,7,7,75.3623188405797,16.537045356593886,0.8889
13,8,8,80.8695652173913,8.116412559294504,0.0
14,9,9,80.57971014492753,8.081164902091265,0.0
15,10,10,75.21739130434784,11.09309034901608,0.0
16,11,11,76.08695652173914,9.301470173414048,0.2424
18,12,12,76.08695652173913,7.429953975212797,1.0
23,13,13,78.55072463768117,11.183776442313038,0.4444
24,15,15,80.72463768115944,10.915493656115377,1.0
26,16,16,78.40579710144927,9.633148012131194,1.0
27,18,18,78.40579710144928,11.095069667499091,1.0
5,2,2,50.724637681159415,13.960858767077129,0.2353
7,3,3,63.18840579710145,17.709161609707866,0.9296
12,4,4,69.1304347826087,18.34620460857622,0.5455
13,5,5,71.30434782608695,15.882750011062985,0.6269
14,6,6,69.13043478260869,14.006397935790131,0.8571
16,7,7,70.14492753623188,15.553045785362528,0.7826
17,8,8,69.42028985507247,20.066862324452444,0.9296
18,9,9,69.85507246376812,16.801823520249805,1.0
23,10,10,67.2463768115942,8.683676426249523,0.1935
24,11,11,70.43478260869566,9.913991124988522,0.0984
25,12,12,68.55072463768116,8.809205868685869,0.0
27,14,14,66.95652173913041,12.387393537985014,0.1935
8,3,3,61.449275362318836,9.201783256934329,0.3284
9,4,4,59.71014492753623,13.959285801180958,0.2857
10,5,5,60.28985507246377,12.867351350846139,0.4776
12,6,6,58.84057971014494,15.095945527386876,0.6377
17,7,7,51.014492753623195,13.004846905638155,0.0449
18,8,8,52.608695652173914,13.88831795049609,0.1667
20,9,9,52.02898550724638,13.989141908932966,0.1379
22,10,10,54.637681159420296,11.795356492391743,0.0698
24,11,11,53.04347826086956,12.867351350846151,0.0449
25,12,12,53.04347826086956,14.456938618548028,0.0909
27,14,14,51.594202898550726,15.17139670555633,0.186
16,7,7,78.26086956521739,5.2097000841758465,0.0
17,8,8,77.2463768115942,5.379738823693522,0.0
20,9,9,76.23188405797102,7.933075360338829,0.0
24,10,10,68.40579710144928,9.737440251104442,0.0
25,12,12,67.68115942028984,9.069584123343336,0.0
27,13,13,70.14492753623188,8.31684798913088,0.0
3,2,2,53.623188405797116,8.64058099186795,-0.1765
5,3,3,51.449275362318836,12.424563767173803,0.1667
6,4,4,53.333333333333336,15.406937962286262,0.2857
7,5,5,52.6086956521739,14.493346496437205,0.1667
8,6,6,52.753623188405804,14.656062761524334,0.4
13,7,7,46.81159420289855,15.682398963232172,0.0909
15,8,8,48.84057971014494,11.03752532523598,0.0
16,9,9,54.05797101449275,11.632266241722382,0.2169
21,10,10,51.594202898550726,12.013021773841036,0.023
23,11,11,50.0,11.72065430655379,0.0449
24,12,12,51.30434782608695,12.46162312639189,0.1379
25,13,13,48.69565217391305,10.623926229035241,0.0449
27,15,15,56.23188405797102,13.26894863220623,0.3902
6,3,3,37.391304347826086,11.05342954865141,0.0952
12,4,4,71.44927536231884,13.663565315385341,0.7619
13,5,5,76.23188405797102,15.579848024637311,0.7619
14,6,6,74.05797101449275,14.176254215231875,0.8889
15,7,7,78.40579710144927,13.13756143359979,0.4444
19,8,8,72.02898550724638,10.480338996887445,0.0
23,9,9,78.26086956521738,8.579371855311406,0.0
24,10,10,79.85507246376812,12.61225397672025,0.2424
27,12,12,79.42028985507247,14.342568339695308,0.8889
9,2,2,66.95652173913044,25.463641012518327,1.0
11,3,3,74.34782608695652,20.13677430480675,1.0
13,4,4,75.5072463768116,20.2910313982364,1.0
14,5,5,79.42028985507248,17.513405368143886,1.0
15,6,6,77.10144927536234,18.594675783704695,1.0
16,7,7,82.02898550724638,13.916748518532096,1.0
17,8,8,73.91304347826087,13.657135401939621,0.0
22,9,9,85.07246376811595,12.627913813860735,1.0
23,10,10,85.5072463768116,13.394130165150145,1.0
27,12,12,76.5217391304348,11.391927891290749,0.0
4,2,2,47.39130434782608,22.269164297844114,0.0
6,3,3,64.92753623188405,14.35022138348192,0.0
7,4,4,67.68115942028987,11.825105231927367,0.0
12,5,5,72.02898550724636,8.393066548988084,0.0
17,6,6,76.95652173913044,4.810871892066941,0.0
18,7,7,74.78260869565217,5.66988206070862,0.0
19,8,8,75.94202898550725,7.651270557929358,0.0
20,9,9,76.23188405797102,7.933075360338829,0.0
24,10,10,68.40579710144928,9.737440251104442,0.0
26,12,12,71.7391304347826,8.156893671061518,0.0
27,13,13,70.14492753623188,8.31684798913088,0.0
6,3,3,24.927536231884055,17.634606851456773,0.0
7,4,4,21.44927536231884,15.885514873127828,0.0
8,5,5,33.62318840579711,14.69944833288556,0.0
9,6,7,32.75362318840581,16.3809501923757,0.0
12,7,8,49.71014492753624,11.71690669516886,0.0
17,8,9,63.76811594202899,10.065660587197069,0.0
18,9,10,66.66666666666666,10.249414863810761,0.0
24,10,11,81.15942028985506,11.21906276591894,1.0
27,12,13,70.72463768115941,13.705286222606453,0.0
3,3,3,59.420289855072475,16.226060031769492,0.3662
