6,2,2,51.01449275362319,5.452715254361601,0.0
7,3,3,49.13043478260869,8.239924444609768,0.0625
11,4,4,55.5072463768116,6.861449595949157,0.0
12,5,5,55.072463768115945,9.093763276147957,0.0
13,6,6,55.21739130434783,10.339005625775586,0.1129
14,7,7,53.62318840579711,8.522877322643334,0.375
15,8,8,49.71014492753624,12.589599823481851,0.2568
17,9,9,49.56521739130434,12.565157365600761,0.5395
19,10,10,49.1304347826087,15.414062558256527,0.625
20,11,11,47.2463768115942,15.164158098003854,0.3506
21,12,12,49.130434782608695,16.243643397109924,0.4937
22,13,13,44.34782608695653,14.921842934920573,0.4231
23,14,14,44.78260869565217,15.821800806613753,0.4304
24,15,15,43.913043478260875,12.738717484287347,0.4512
25,17,17,43.18840579710145,12.612253976720341,0.3902
26,18,18,44.20289855072464,14.221103656056771,0.2949
27,20,20,47.536231884057955,11.900996957828863,0.5732
11,3,3,37.53623188405797,5.338765349679423,0.0
13,4,4,44.63768115942028,20.09420064170442,0.3889
14,5,5,47.10144927536231,20.083269780512747,0.4444
16,6,6,45.65217391304348,14.614051029181832,0.1667
21,7,7,42.46376811594203,12.80062306344783,0.4554
22,8,8,43.91304347826087,12.171011009898674,0.505
23,9,9,42.60869565217391,15.006951982907927,0.45
24,11,11,40.43478260869565,13.937245638430396,0.466
25,12,12,39.27536231884058,12.058632924976353,0.4175
26,13,13,46.95652173913044,14.210290888991635,0.6429
27,15,15,45.50724637681159,15.361262299910145,0.6939
2,2,2,13.188405797101451,5.81518917325764,0.0
5,3,3,66.81159420289855,15.22485543775611,0.8148
6,4,4,64.6376811594203,14.239620725952372,0.4928
7,5,5,53.33333333333333,15.142421513513957,0.4928
8,6,6,48.985507246376805,14.228822030386802,0.4928
11,7,7,64.78260869565216,14.4888005148847,1.0
17,8,8,42.463768115942024,15.446793374676439,0.4118
19,9,10,38.695652173913054,14.27504463842662,0.2647
21,10,11,40.72463768115942,15.53609423178553,0.6324
22,11,12,42.17391304347826,14.550805998439262,0.4595
23,12,13,45.79710144927536,14.846602553383365,0.6324
24,14,15,44.927536231884055,14.314983504874903,0.3151
26,15,16,51.014492753623195,11.825105231927395,0.5902
27,17,18,47.82608695652175,10.570049914934902,0.75
7,2,2,1.5942028985507248,3.605490372424781,-0.0067
12,3,3,30.434782608695652,11.384215007609532,0.2105
13,4,4,26.521739130434778,9.182672575335769,0.0909
14,5,5,27.97101449275362,9.086516286066548,0.127
16,6,6,27.2463768115942,7.497620761540455,0.127
17,7,7,30.869565217391308,11.335890589580373,0.1463
19,8,8,27.681159420289852,9.34386757295419,0.1964
20,9,9,27.391304347826086,10.490809914672377,0.1057
25,10,10,40.28985507246377,10.195713274212846,0.4253
26,12,12,42.60869565217391,11.368773542370697,0.5312
27,13,13,45.362318840579704,14.796229742085949,0.4444
8,3,3,12.898550724637685,8.366862718099425,0.0
10,4,5,10.289855072463768,9.151532602135026,-0.2083
12,5,6,23.478260869565222,13.943546382711729,-0.25
13,6,7,23.043478260869566,12.098628500545127,-0.2185
19,7,8,39.42028985507246,12.376752968916337,0.0714
20,8,9,42.02898550724638,12.339438719565864,0.1892
22,9,10,45.21739130434783,11.6266016364477,0.1447
23,10,11,43.478260869565226,11.95438556395441,0.1667
24,11,12,45.07246376811594,10.2921743939238,0.1667
25,13,14,46.08695652173913,12.65917537299671,0.0789
27,14,15,42.89855072463767,10.93157542344524,0.1667
7,2,2,44.492753623188406,6.40459869914936,0.2222
9,3,3,31.884057971014496,9.25650669084719,0.1228
10,4,4,33.478260869565226,8.789241637087674,0.1
11,5,5,32.89855072463767,11.516538298021018,0.2308
12,6,6,31.30434782608695,9.885155202042474,0.0957
13,7,7,29.275362318840575,9.372025951925565,0.1089
17,8,8,34.20289855072463,10.973677933041847,0.2188
18,9,9,38.405797101449274,9.42110060360381,0.3478
21,10,11,37.68115942028986,8.729074985918814,0.1111
22,11,12,33.91304347826087,10.379280736112415,0.0957
24,13,14,37.82608695652174,10.030695095211707,0.35
25,14,15,34.492753623188406,9.079263511501718,0.1848
26,15,16,33.33333333333333,8.587046857760457,0.1919
27,17,18,34.92753623188406,8.460816710667245,0.1089
5,3,3,31.594202898550726,10.389853501139584,0.0
11,4,4,26.376811594202902,13.254046208125727,0.0336
12,5,5,28.115942028985504,12.745610730183763,-0.0084
13,6,6,29.565217391304348,13.532764125441464,0.0
18,7,7,36.811594202898554,13.464441042817931,0.3182
19,8,8,44.927536231884055,11.36490989789467,0.6535
24,9,9,48.69565217391305,14.555332614196127,0.6078
25,10,10,48.405797101449274,12.943918084224059,0.6465
26,12,12,44.05797101449275,12.05863292497638,0.4712
27,13,13,46.23188405797101,13.344856680546666,0.4811
6,2,2,54.20289855072464,9.703555076130725,0.0
7,3,3,54.49275362318839,10.852951730511988,0.0
11,4,4,57.82608695652174,7.888663112927676,0.0
17,5,5,48.69565217391303,13.660350736981728,0.0
18,6,6,48.550724637681164,14.799197594837079,0.0
19,7,7,50.14492753623189,13.501898888883021,0.0
21,8,8,49.85507246376812,14.159205196176766,0.1129
