2,2,2,80.0,0.0
3,3,4,80.0,0.0
4,4,9,80.0,0.0
5,5,10,80.0,0.0
6,6,11,80.0,0.0
7,8,12,73.3333,-0.11111111111111137
8,9,15,80.0,0.0
9,10,16,80.0,0.0
10,11,17,76.6667,-0.0606060606060605
11,12,19,76.6667,0.1025641025641028
12,13,22,80.0,0.16666666666666682
13,14,23,76.6667,0.1025641025641028
15,16,24,76.6667,-0.0606060606060605
16,17,27,80.0,0.16666666666666682
3,3,9,40.0,0.0
4,4,14,40.0,0.0
5,5,18,40.0,0.0
6,6,19,40.0,0.0
7,7,20,43.3333,0.044943820224719114
8,8,21,43.3333,0.044943820224719114
9,9,22,43.3333,0.044943820224719114
10,10,23,50.0,0.11764705882352938
12,12,27,46.6667,0.04761904761904762
2,2,2,60.0,0.0
3,3,5,60.0,0.0
4,4,6,43.3333,-0.3076923076923076
5,5,10,56.6667,-0.06557377049180343
6,6,11,60.0,0.0
7,7,12,56.6667,-0.06557377049180343
8,8,13,56.6667,-0.06557377049180343
9,9,14,50.0,-0.19047619047619035
10,10,19,50.0,-0.1538461538461538
11,11,22,56.6667,-0.06557377049180343
12,12,23,60.0,0.03225806451612897
14,14,27,50.0,-0.1538461538461538
2,2,2,60.0,0.0
3,3,3,60.0,0.0
4,4,5,60.0,0.0
5,5,10,60.0,0.0
6,6,11,60.0,0.0
7,7,12,53.3333,-0.09375000000000008
8,8,13,60.0,0.03225806451612897
9,10,14,56.6667,-0.03174603174603168
10,11,17,60.0,0.03225806451612897
11,12,18,56.6667,-0.06557377049180343
12,13,19,63.3333,0.09836065573770475
13,14,20,63.3333,0.09836065573770475
14,15,23,53.3333,-0.12903225806451615
16,17,27,66.6667,0.28571428571428564
2,2,3,60.0,0.0
3,3,8,60.0,0.0
4,4,9,60.0,0.0
5,6,10,36.6667,-0.3768115942028987
6,7,13,60.0,0.0
7,8,14,53.3333,-0.12903225806451615
8,9,15,56.6667,-0.06557377049180343
9,10,16,60.0,0.0
