1,2.18390804598,1.23054564672,1.1092996199
2,3.84,4.6544,2.15740584963
3,5.82,7.0876,2.66225468353
4,7.4,7.88,2.80713376952
5,8.69,7.5939,2.75570317705
6,10.01,7.7899,2.79103923297
7,11.52,8.2296,2.86872794109
8,13.37,9.5131,3.08433137001
9,15.32,10.6776,3.26765971301
10,17.14,9.6004,3.09845122602
11,18.85,10.6075,3.2569157189
12,20.31,10.0739,3.17394076819
13,21.63,7.6131,2.75918466218
14,22.77,5.2571,2.29283667103
15,24.1,6.53,2.55538646784
16,24.76,4.1424,2.03528867731
17,25.6,3.26,1.80554700853
18,26.1,2.03,1.42478068488
19,26.6,0.74,0.860232526704
20,26.79,0.2659,0.515654923374
21,26.91,0.0819,0.286181760425
22,27.0,0.0,0.0
