Context,GeneralAttribute,Label,Objects
drop_haptics,weight,medium weight,"christmas_red_container"
drop_haptics,weight,heavry,"wooden_knife_stand,tiny_metallic_can"
drop_haptics,weight,light,"lysol_container,yellow_mustard_bottle,dark_blue_sunfounder_box,pale_yellow_cup,green_tall_cup,yellow_squish_ball,red_water_bottle,red_bull_pop_can,mac_and_cheese_box,red_tall_cup,starbucks_doubleshot_hazelnut,scotch_tape_box,green_water_bottle,tin_can,excetrine_medicine_box,wooden_cylindrical_container,regular_creamcheese_box,blue_salt_can"
drop_haptics,weight,heavy,"silver_cappuccino_maker,yellow_water_bottle,red_ketchup_bottle,dark_green_sports_bottle,tennis_container_split_peas,wooden_pepper_grinder"
