2,80.0
3,80.0
4,80.0
5,73.3333
6,80.0
7,80.0
8,76.6667
9,70.0
10,73.3333
11,70.0
12,70.0
13,73.3333
14,73.3333
15,76.6667
16,73.3333
17,76.6667
18,80.0
19,73.3333
20,73.3333
21,73.3333
22,73.3333
23,70.0
24,80.0
25,70.0
26,76.6667
27,66.6667
2,40.0
3,30.0
4,60.0
5,50.0
6,60.0
7,53.3333
8,63.3333
9,56.6667
10,63.3333
11,60.0
12,60.0
13,63.3333
14,63.3333
15,60.0
16,56.6667
17,66.6667
18,63.3333
19,60.0
20,56.6667
21,60.0
22,63.3333
23,60.0
24,63.3333
25,63.3333
26,63.3333
27,60.0
2,60.0
3,60.0
4,60.0
5,60.0
6,56.6667
7,60.0
8,56.6667
9,56.6667
10,73.3333
11,63.3333
12,63.3333
13,66.6667
14,66.6667
15,70.0
16,73.3333
17,80.0
18,80.0
19,63.3333
20,63.3333
21,66.6667
22,73.3333
23,80.0
24,76.6667
25,80.0
26,90.0
27,70.0
2,60.0
3,60.0
4,60.0
5,60.0
6,56.6667
7,46.6667
8,50.0
9,56.6667
10,60.0
11,60.0
12,60.0
13,46.6667
14,46.6667
15,56.6667
16,60.0
17,56.6667
18,60.0
19,63.3333
20,63.3333
21,60.0
22,60.0
23,60.0
24,56.6667
25,56.6667
26,63.3333
27,60.0
2,60.0
3,50.0
4,60.0
5,53.3333
6,73.3333
7,56.6667
8,73.3333
9,66.6667
10,70.0
11,63.3333
12,66.6667
13,56.6667
14,73.3333
15,60.0
16,70.0
17,70.0
18,70.0
19,56.6667
20,70.0
21,70.0
22,60.0
23,56.6667
24,60.0
25,63.3333
26,56.6667
27,60.0
2,80.0
3,96.6667
4,96.6667
5,96.6667
6,96.6667
7,96.6667
8,96.6667
9,96.6667
10,83.3333
11,86.6667
12,86.6667
13,90.0
14,83.3333
15,80.0
16,83.3333
17,83.3333
18,86.6667
19,80.0
20,80.0
21,73.3333
22,76.6667
23,83.3333
24,80.0
25,86.6667
26,96.6667
27,90.0
2,53.3333
3,53.3333
4,80.0
5,80.0
6,80.0
7,66.6667
8,50.0
9,56.6667
10,50.0
11,53.3333
12,56.6667
13,50.0
14,63.3333
15,56.6667
16,56.6667
17,60.0
18,40.0
19,50.0
20,73.3333
21,63.3333
22,86.6667
23,73.3333
24,76.6667
25,93.3333
26,86.6667
27,76.6667
2,80.0
3,80.0
4,80.0
5,70.0
6,73.3333
7,80.0
8,80.0
9,73.3333
10,86.6667
11,83.3333
12,80.0
13,83.3333
14,70.0
15,76.6667
16,70.0
17,76.6667
18,70.0
19,80.0
20,76.6667
21,83.3333
22,73.3333
23,76.6667
24,76.6667
25,63.3333
26,70.0
27,83.3333
2,100.0
3,100.0
4,100.0
5,100.0
6,100.0
7,96.6667
8,96.6667
9,90.0
10,93.3333
11,90.0
12,80.0
13,73.3333
14,80.0
15,86.6667
16,73.3333
17,80.0
18,80.0
19,80.0
20,76.6667
21,63.3333
22,83.3333
23,76.6667
24,76.6667
25,90.0
26,93.3333
27,80.0
2,80.0
3,80.0
4,70.0
5,80.0
