Context,GeneralAttribute,Label,Objects
drop_haptics,weight,very light,"starbucks_doubleshot_hazelnut,scotch_tape_box,big_red_pop_can"
drop_haptics,weight,light,"tin_can,excetrine_medicine_box,wooden_cylindrical_container,regular_creamcheese_box,blue_salt_can,mac_and_cheese_box,wooden_pepper_grinder,green_water_bottle,blue_tall_cup,wooden_melon_tea_box,lysol_container,christmas_red_container,dark_blue_sunfounder_box,stainless_steel_cannister,pale_yellow_cup,yellow_squish_ball,red_bull_pop_can,yellow_mustard_bottle"
drop_haptics,weight,heavy,"yellow_water_bottle,red_ketchup_bottle,dark_green_sports_bottle,tennis_container_split_peas,red_water_bottle,wooden_knife_stand"
