Context,GeneralAttribute,Label,Objects
push_audio,shape,cone,"wooden_cylindrical_container,red_tall_cup,green_tall_cup,blue_tall_cup,christmas_red_container"
push_audio,shape,sphere,"blue_squish_ball,yellow_squish_ball,lysol_container"
push_audio,shape,cylinder,"stainless_steel_cannister,tin_can,starbucks_doubleshot_hazelnut,big_red_pop_can,tiny_metallic_can,red_bull_pop_can,silver_cappuccino_maker,yellow_mustard_bottle,red_ketchup_bottle,dark_green_sports_bottle,blue_salt_can,red_water_bottle,green_water_bottle"
push_audio,shape,cuboid,"mac_and_cheese_box,wooden_knife_stand,wooden_melon_tea_box,dark_blue_sunfounder_box,regular_creamcheese_box,excetrine_medicine_box"
