Context,GeneralAttribute,Label,Objects
press_haptics,height,short,"stainless_steel_cannister,wooden_melon_tea_box,dark_blue_sunfounder_box,scotch_tape_box,blue_squish_ball,excetrine_medicine_box,regular_creamcheese_box,yellow_squish_ball,wooden_pepper_grinder"
press_haptics,height,tall,"mac_and_cheese_box,dark_green_sports_bottle,yellow_water_bottle,green_water_bottle,lysol_container,tennis_container_split_peas,red_bull_pop_can,wooden_knife_stand,yellow_mustard_bottle,red_ketchup_bottle,starbucks_doubleshot_hazelnut,green_tall_cup,blue_salt_can,blue_tall_cup"
press_haptics,height,small,"christmas_red_container,silver_cappuccino_maker"
press_haptics,height,medium,"tin_can,big_red_pop_can"
